""	"rateTrain"	"rateAirplane"	"Attractiveness"	"ManipDest"	"ManipInfo"	"ManipTax"	"PreferTrain"	"PreferAirplane"	"ImportPrice"	"ImportTime"	"ImportComfort"	"SchipholTrain"	"SchipholCar"	"CO2Comp"	"CO2Comp5E"	"CO2Comp7E"	"CO2CompMax"	"Nep01"	"Nep02"	"Nep03"	"Nep04"	"Nep05"	"Bif01"	"Bif02"	"Bif03"	"Bif04"	"Bif05"	"Bif06"	"Bif07"	"Guilt01"	"Guilt02"	"Guilt03"	"Guilt04"	"Guilt05"	"Big01"	"Big02"	"Big03"	"Big04"	"Big05"	"Big06"	"Big07"	"Big08"	"Big09"	"Big10"	"dGender"	"YrBirth"	"dIBA"	"SatFac"	"HrPWork"	"HrVWork"	"HrClass"	"HrStud"	"cLiving"	"cLocate"	"dPreMas"	"dSports"	"dFraternity"	"dAssoc"	"dAbroad"	"CheckDest"	"CheckInfo"	"CheckTax"	"avgEnvironBelief"	"avgGuiltFeel"	"avgPersonal"	"f.ManipInfo"
"638"	21	86	66	"Marseille"	2	3	13	84	66	61	21	2	3	2	2	2	1	3	6	6	2	1	1	1	2	1	2	2	1	1	1	4	4	5	4	4	4	4	2	3	4	4	3	4	1	1998	1	40	0	0	20	10	2	1	2	1	2	2	2	3	1	3	2.8	1.4	3	"No"
"639"	10	100	50	"Londen"	2	2	0	100	50	100	50	2	1	1	1	1	20	6	6	6	6	6	2	2	2	1	2	2	1	3	4	2	2	3	3	4	2	3	2	4	3	4	3	4	1	1999	1	80	20	0	10	20	1	4	2	1	2	2	1	1	1	2	3.6	3.6	3.5	"No"
"640"	0	100	62	"Marseille"	2	1	0	100	24	75	65	2	3	2	2	2	0	5	6	6	6	2	2	2	1	1	2	2	2	1	1	5	5	5	2	4	3	4	2	5	4	4	1	5	1	1997	1	68	0	0	6	5	1	1	2	1	1	2	2	3	1	1	2.6	1	3.875	"No"
"641"	60	40	50	"Londen"	1	3	50	50	70	90	100	3	1	2	2	2	1	6	4	3	6	6	1	2	2	2	2	2	2	2	3	5	3	4	4	4	2	1	5	5	4	5	3	5	2	1996	1	66	12	8	9	20	3	1	1	1	2	2	2	1	2	1	4.6	2.2	3.25	"Yes"
"642"	70	74	96	"Berlin"	1	2	81	67	58	66	70	4	3	1	1	1	15	6	4	3	6	5	2	2	2	1	1	2	2	2	3	4	3	4	4	5	2	1	2	3	2	5	4	4	1	1999	1	71	0	0	6	10	3	1	2	1	2	2	2	2	2	2	4.4	2.4	3.25	"Yes"
"643"	45	73	44	"Berlin"	1	3	32	87	93	94	21	4	4	2	1	1	20	5	7	2	2	5	2	1	2	2	2	1	2	1	2	2	2	3	1	5	2	5	4	5	3	4	2	4	2	1999	1	66	17	0	16	20	3	4	2	2	2	2	2	2	2	3	4.6	2.8	4.375	"Yes"
"644"	30	70	80	"Londen"	1	1	50	50	75	50	65	4	3	2	2	2	0	5	2	2	3	4	2	1	1	1	2	1	1	4	4	1	1	2	4	2	1	4	4	4	2	5	4	4	2	1997	1	80	0	0	16	30	3	4	1	1	2	2	2	1	2	1	5.2	4.4	3.5	"Yes"
"645"	20	80	100	"Berlin"	2	3	80	20	61	100	31	1	1	1	1	1	10	6	2	2	5	5	1	1	1	1	1	1	1	4	2	1	2	2	4	2	3	2	4	4	1	3	4	4	1	1996	1	82	24	0	6	6	1	3	2	2	1	2	2	2	1	3	5.2	3.8	2.875	"No"
"646"	13	59	47	"Londen"	2	3	33	61	85	23	1	2	5	2	2	2	15	5	2	4	1	5	2	2	1	1	1	1	1	3	2	2	2	3	1	3	1	4	1	5	4	5	2	5	2	1999	2	50	5	10	15	2	1	1	2	2	2	2	1	1	1	1	5.4	3.2	4.125	"No"
"647"	60	90	100	"Londen"	1	2	20	80	65	80	80	1	1	1	1	1	15	7	2	1	7	7	2	1	1	1	2	1	2	1	3	4	4	5	4	4	3	5	2	5	4	4	3	5	1	2000	1	75	15	1	10	20	3	3	2	1	2	2	2	1	2	2	5.6	1.8	3.5	"Yes"
"648"	10	90	39	"Berlin"	2	2	30	71	62	52	52	3	1	1	1	1	10	6	2	5	6	6	2	1	2	1	2	1	1	3	3	3	2	4	3	3	4	3	3	4	4	3	2	4	1	1999	1	65	10	0	8	8	3	3	2	1	2	1	2	2	1	2	4.6	3	3	"No"
"649"	30	100	70	"Londen"	2	2	20	100	100	75	65	2	2	1	1	2	5	2	3	1	4	6	2	1	2	1	2	2	1	1	3	3	2	5	1	5	1	3	3	4	1	3	3	4	2	1996	1	85	12	0	6	25	2	1	1	2	2	1	1	1	1	2	4.8	2.4	4.125	"No"
"650"	30	90	30	"Marseille"	2	2	30	90	60	70	70	4	3	1	1	1	15	5	2	4	5	6	2	2	2	1	2	1	1	2	2	4	3	4	3	3	1	2	4	4	3	3	2	4	1	2000	1	83	0	0	8	20	2	4	2	1	2	2	2	3	1	2	4.8	2.2	3.375	"No"
"651"	80	92	82	"Berlin"	1	3	41	62	80	80	31	2	2	1	1	1	15	1	1	2	3	7	1	1	1	1	2	1	2	1	2	2	2	2	1	4	2	2	1	5	3	4	2	2	2	1995	1	72	24	0	6	20	1	4	1	2	2	2	1	2	2	3	5.2	3	3.875	"Yes"
"652"	14	84	25	"Berlin"	1	1	88	33	16	95	78	1	1	1	1	1	20	5	2	6	6	3	2	1	1	1	2	1	1	1	1	4	4	5	2	5	2	5	2	5	2	4	2	5	1	1997	1	85	16	0	10	30	2	3	2	1	2	2	2	2	2	1	3.6	1.4	4.375	"Yes"
"653"	9	100	60	"Marseille"	2	2	9	100	80	63	45	1	1	1	1	1	15	6	4	2	2	6	2	1	1	1	1	1	1	3	3	2	3	3	3	5	2	3	2	5	2	5	3	5	2	1995	1	75	12	0	16	30	1	1	1	1	1	1	1	3	1	2	5.6	3.2	4	"No"
"654"	62	33	54	"Londen"	2	3	60	32	88	47	91	1	2	1	1	1	10	6	4	4	5	7	2	1	1	1	1	2	1	2	2	4	4	3	3	4	4	4	5	5	3	3	4	4	1	2001	1	50	10	2	4	15	1	1	2	1	1	2	2	1	1	3	4.8	2.2	3.25	"No"
"655"	10	100	70	"Marseille"	2	3	10	100	80	90	70	4	4	1	1	1	15	5	2	2	5	3	2	1	2	1	1	1	1	2	4	3	4	4	1	4	1	4	3	4	2	4	2	4	2	1996	1	70	24	0	4	10	4	1	2	1	2	2	2	3	1	3	4.6	2.6	4.25	"No"
"656"	85	15	55	"Berlin"	1	1	80	20	90	75	80	3	2	1	1	1	10	5	2	1	5	7	2	1	2	1	1	2	1	2	2	4	2	4	4	4	4	4	2	5	3	2	2	4	1	1998	1	75	8	0	4	15	3	2	2	1	2	2	2	2	2	1	5.6	2.4	3.25	"Yes"
"657"	58	80	36	"Marseille"	1	1	92	5	79	26	46	2	2	1	1	1	30	7	4	1	4	7	1	1	1	2	1	1	2	1	4	2	1	4	3	2	4	3	4	4	3	4	3	2	2	1999	1	78	0	0	6	28	1	4	2	1	2	2	2	3	2	1	5.8	3.2	3	"Yes"
"658"	19	100	82	"Marseille"	2	2	8	88	84	66	84	2	2	1	1	1	15	6	5	2	4	6	1	1	2	2	2	2	2	1	3	5	4	5	4	5	4	5	3	5	1	3	3	3	1	1999	1	75	12	8	4	5	3	3	2	1	1	2	1	3	1	2	5	1.6	3.75	"No"
"659"	70	95	85	"Londen"	1	3	80	25	30	60	55	3	2	1	1	1	65	7	5	2	7	3	2	1	2	1	1	2	1	1	5	2	2	5	5	3	1	2	4	3	4	5	3	4	1	1999	1	75	0	0	10	30	2	1	2	2	1	2	2	1	2	3	4	3	3	"Yes"
"660"	60	80	70	"Berlin"	1	3	30	80	80	100	80	4	3	1	1	1	7	5	1	6	5	4	1	1	1	1	1	2	1	2	4	4	3	3	1	4	4	2	4	5	3	3	1	4	2	2000	1	80	12	0	6	10	3	2	2	2	2	2	2	2	2	3	4.2	2.8	3.625	"Yes"
"661"	6	94	100	"Berlin"	2	3	50	50	90	20	40	3	3	2	2	2	0	7	1	2	2	7	1	2	2	1	1	2	1	3	3	3	3	3	2	5	4	4	2	5	2	4	2	5	2	1996	1	70	30	2	10	6	2	1	1	2	2	2	1	2	1	3	6.6	3	4	"No"
"662"	0	100	8	"Marseille"	2	1	3	87	100	76	71	4	3	2	2	2	0	2	5	5	4	2	2	1	2	2	2	1	2	1	2	5	5	5	2	3	3	3	2	3	4	3	2	4	1	2000	1	40	4	0	8	4	3	4	2	2	2	2	2	3	1	1	2.8	1.2	3.125	"No"
"663"	1	100	81	"Londen"	2	2	50	50	81	63	19	1	3	1	1	1	25	5	3	1	5	6	2	1	2	1	2	1	1	1	3	1	1	1	4	5	4	3	2	4	3	4	4	4	1	2000	1	74	10	0	10	16	1	1	2	1	1	2	1	1	1	2	5.2	3.8	3.125	"No"
"664"	20	80	80	"Marseille"	2	2	50	50	30	40	30	1	1	1	1	1	30	6	4	2	5	6	2	1	2	1	2	1	1	4	4	3	4	5	2	4	4	4	4	4	3	4	2	4	1	1995	1	71	16	0	12	12	4	1	1	1	2	2	1	3	1	2	5	2.8	3.625	"No"
"665"	39	72	81	"Berlin"	1	3	19	82	52	86	54	3	4	1	1	1	10	6	3	2	6	6	2	1	2	1	1	1	1	2	4	4	2	3	3	4	2	4	3	4	2	4	3	2	2	1999	1	81	12	0	12	23	2	1	2	1	1	2	2	2	2	3	5	3	3.75	"Yes"
"666"	30	90	75	"Londen"	1	2	20	80	75	70	40	2	2	2	2	2	2	2	6	4	6	4	2	1	1	1	1	1	2	1	1	5	5	5	2	4	2	5	4	5	3	5	1	5	1	1996	1	70	12	2	8	25	1	4	1	1	1	2	1	1	2	2	2.8	1	4.375	"Yes"
"667"	20	81	30	"Berlin"	2	1	81	20	40	82	40	2	2	2	2	2	0	6	2	5	7	6	2	1	2	2	2	2	2	1	2	5	2	5	3	2	2	5	5	4	4	4	3	5	1	2000	1	65	4	0	8	8	4	4	2	1	2	2	1	2	1	1	4.4	1.8	3.375	"No"
"668"	25	75	60	"Berlin"	2	1	75	25	50	75	25	3	2	1	1	1	10	6	3	6	5	6	2	1	1	1	1	1	2	2	2	4	4	4	4	3	4	3	3	2	3	5	2	5	1	1994	1	75	0	0	12	25	2	1	1	1	2	1	2	2	1	1	4.4	2	3	"No"
"669"	25	75	40	"Londen"	1	3	25	75	75	75	32	4	2	1	2	2	0	4	4	2	6	3	1	2	2	2	2	2	2	1	1	4	4	4	4	4	4	3	3	4	4	NA	4	4	1	1998	1	55	16	0	4	8	3	4	2	2	2	2	2	1	2	3	3.8	1.6	2.71428571428571	"Yes"
"670"	0	100	50	"Marseille"	2	1	70	50	70	60	30	1	3	1	1	1	10	5	4	2	6	6	2	1	2	1	2	2	2	2	2	3	2	3	3	4	4	5	3	5	3	5	2	4	2	1996	1	70	0	0	16	20	2	1	1	1	1	2	1	3	1	1	4.6	2.8	3.875	"No"
"671"	0	100	40	"Marseille"	2	1	50	50	80	80	70	1	2	1	1	1	15	6	2	2	2	7	2	2	2	1	2	1	1	2	5	3	2	3	3	4	3	2	2	5	2	5	3	5	2	1997	1	80	16	0	8	5	4	1	1	2	2	2	1	3	1	1	6.2	3.4	3.625	"No"
"672"	75	20	10	"Berlin"	2	3	70	10	50	50	40	4	4	1	1	1	20	5	2	2	5	6	2	1	2	1	2	2	2	2	2	3	2	4	2	4	1	4	2	4	3	3	4	2	2	2000	1	90	15	0	10	20	3	4	2	1	2	1	2	2	1	1	5.2	2.6	3.625	"No"
"673"	20	90	70	"Marseille"	1	1	20	80	80	70	64	1	1	1	1	1	10	5	6	2	5	2	1	2	1	1	1	1	2	1	1	5	5	5	4	5	3	4	3	4	2	3	2	2	1	1999	1	84	8	1	3	3	1	4	2	2	1	2	2	3	2	1	3.6	1	3.625	"Yes"
"674"	38	100	70	"Berlin"	2	1	61	85	52	75	58	4	3	1	1	1	15	5	2	2	3	3	1	2	1	1	1	1	1	1	3	4	3	3	1	4	4	4	5	4	4	4	2	3	2	1999	1	67	12	0	4	10	3	2	2	2	2	1	2	2	1	1	5	2.4	3.625	"No"
"675"	0	100	60	"Marseille"	1	1	0	100	65	35	10	3	2	2	1	2	5	3	2	2	1	6	2	1	2	1	1	1	1	2	3	4	3	4	3	5	5	4	3	4	2	5	3	5	2	1997	1	80	0	0	12	35	3	2	1	1	2	2	1	3	2	1	5.6	2.4	3.625	"Yes"
"676"	45	5	50	"Berlin"	1	3	90	10	80	10	30	3	2	1	1	1	10	5	1	1	6	6	2	2	1	1	1	1	2	1	1	5	5	5	5	5	3	5	5	2	4	4	1	5	1	1998	1	60	0	2	8	10	1	1	2	2	2	2	2	2	2	3	5.4	1	3.375	"Yes"
"677"	70	85	80	"Berlin"	1	2	25	80	80	75	85	1	2	1	1	1	10	6	2	3	5	5	2	1	2	1	2	2	1	1	3	4	2	4	3	5	2	4	4	4	1	3	3	3	1	1998	1	75	12	0	16	10	2	1	2	2	2	2	2	2	2	2	5	2.4	3.875	"Yes"
"678"	1	100	1	"Marseille"	1	2	60	50	100	100	100	2	1	2	2	2	0	4	6	5	6	1	1	1	2	1	1	1	2	1	1	5	5	5	3	5	3	5	4	3	3	5	1	5	1	1995	1	70	30	0	10	20	2	1	1	1	1	2	1	3	2	2	2.4	1	4	"Yes"
"679"	80	10	90	"Berlin"	1	3	100	14	14	53	37	4	4	1	1	1	30	6	5	3	2	7	2	1	1	2	2	1	2	3	4	2	2	2	4	5	2	2	1	5	2	4	3	5	1	2000	1	60	9	0	16	10	2	1	2	2	1	2	2	2	1	3	5.4	3.8	3.625	"Yes"
"680"	30	90	80	"Londen"	1	1	40	70	70	70	50	3	2	1	1	1	20	4	5	3	5	6	2	1	2	1	2	1	2	4	4	2	2	2	5	5	5	2	4	3	1	4	4	4	2	1999	1	65	10	10	10	10	3	1	2	1	2	1	2	1	2	1	4.2	4	2.875	"Yes"
"681"	0	100	80	"Berlin"	1	2	0	80	40	70	60	3	3	2	2	2	0	5	5	3	5	2	2	2	1	1	1	2	2	1	1	5	5	5	4	4	1	2	1	4	1	4	4	1	2	1999	1	80	9	0	6	12	3	4	2	2	2	1	2	2	2	2	3.6	1	3.5	"Yes"
"682"	0	100	75	"Marseille"	1	1	NA	100	100	0	0	2	4	2	2	2	0	6	1	5	6	3	1	1	2	1	1	2	2	1	1	5	5	5	2	5	3	4	2	4	1	4	2	5	1	2000	1	100	6	0	3	4	2	2	2	2	1	2	2	3	2	1	4.2	1	4.125	"Yes"
"683"	30	70	80	"Londen"	1	2	60	40	65	80	40	2	1	1	2	2	2	6	2	1	5	7	2	1	2	1	1	1	1	4	4	1	2	3	4	5	2	5	4	4	1	4	1	4	1	2000	1	65	0	0	4	8	3	1	2	1	1	2	2	1	2	2	5.8	4	4.25	"Yes"
"684"	80	19	71	"Londen"	1	2	72	38	22	63	77	2	1	1	1	1	10	5	2	2	3	6	2	1	2	1	2	2	2	4	2	3	3	3	5	4	1	4	2	2	2	4	2	2	1	1997	1	61	40	0	6	5	4	1	2	2	2	2	2	1	1	2	5.6	3	3.5	"Yes"
"685"	85	60	51	"Marseille"	2	1	6	93	69	27	51	2	2	2	2	2	3	5	6	7	5	3	2	1	2	1	2	2	2	1	1	5	4	5	3	4	5	5	4	4	2	2	1	2	1	2000	1	73	15	0	8	6	2	3	2	1	2	2	2	3	1	1	2.8	1.2	3.5	"No"
"686"	0	100	72	"Londen"	1	1	30	81	81	93	50	4	4	2	1	1	10	4	4	4	4	4	2	1	2	1	2	2	2	1	1	5	5	5	3	4	2	2	2	5	5	5	3	4	2	1999	1	71	25	0	8	5	3	5	2	2	2	2	2	1	2	1	4	1	3.375	"Yes"
"687"	30	100	100	"Londen"	2	1	22	100	80	70	10	2	2	1	1	1	15	6	1	2	5	6	2	1	2	1	2	2	1	3	4	2	4	3	1	1	4	4	2	5	4	4	4	4	2	2000	1	80	10	0	16	20	3	1	2	1	2	2	2	1	1	1	5.6	3.2	3.125	"No"
"688"	7	95	82	"Marseille"	2	1	19	82	92	56	83	4	2	1	1	1	10	4	6	5	6	2	2	1	2	2	2	2	2	1	1	5	5	5	2	4	2	5	2	5	3	4	2	4	1	2000	1	74	30	2	6	15	3	1	2	1	2	2	2	3	1	1	2.6	1	4.125	"No"
"689"	68	80	80	"Berlin"	1	3	25	75	35	75	85	2	3	1	1	1	50	3	2	2	2	6	2	1	1	1	1	1	2	1	1	4	4	4	4	5	1	4	2	3	1	5	3	4	2	2000	1	80	6	15	16	35	2	4	2	1	2	1	2	2	2	3	5.4	1.6	4	"Yes"
"690"	19	81	100	"Londen"	2	3	82	18	89	67	15	2	2	2	1	1	10	5	2	2	2	5	1	1	2	1	1	2	1	2	4	2	2	2	3	4	2	4	3	5	3	3	2	4	2	1999	1	61	8	2	12	30	2	1	2	1	1	1	2	1	1	1	5.6	3.6	3.75	"No"
"691"	75	65	86	"Berlin"	2	2	51	49	70	63	68	2	3	2	2	2	0	6	2	5	4	3	2	1	2	2	1	1	2	1	3	5	4	5	3	5	5	5	3	5	3	3	2	4	1	1998	1	72	12	0	4	8	3	3	2	1	2	2	2	2	1	2	4.4	1.6	3.625	"No"
"692"	40	80	75	"Londen"	2	2	50	50	70	50	40	3	2	1	1	2	5	5	6	2	5	5	2	1	2	1	2	1	1	1	3	4	4	5	4	5	4	4	3	3	3	4	4	4	2	2000	1	70	8	0	10	12	3	3	2	1	2	2	2	1	1	2	4.2	1.8	3.125	"No"
"693"	8	100	71	"Marseille"	2	3	40	40	100	58	51	1	5	1	1	2	5	6	1	1	2	7	1	1	2	1	1	2	1	3	4	3	4	1	3	3	4	2	3	4	3	4	4	4	2	1999	2	91	0	20	10	15	2	1	2	2	2	1	1	3	1	3	6.6	3.4	2.875	"No"
